RBP	Metric	Kipoi	MultiTask	SetA	SingleTask	Correlation	Observed intensities	DeepBind	MatrixREDUCE	Ray et al.
RNCMPT00182	Intensities		0.4353458658019539		0.3876454722073029	Pearson		0.214	0.214	0.082
RNCMPT00182	Z-scores		0.8498641895976154	0.8449292665312476	0.8420395193657827	Pearson	0.845	0.832	0.859	0.254
RNCMPT00183	AUCs		0.949894165018024	0.9555544915402164	0.9520661447097254	Pearson	0.954	0.96	0.646	0.668
RNCMPT00183	E-scores		0.9324669430579952	0.9347290203316676	0.946412585338266	Pearson	0.935	0.953	0.609	0.686
RNCMPT00183	Intensities		0.6078508154199364		0.6050021231418089	Pearson		0.583	0.015	0.233
RNCMPT00183	Z-scores		0.9306185082847872	0.9400276945055158	0.9023607874967235	Pearson	0.94	0.916	0.066	0.283
RNCMPT00184	AUCs	0.9458253609451738	0.943584075488726	0.9363710333487948	0.9441743265304358	Pearson	0.935	0.938	0.929	0.773
RNCMPT00184	E-scores	0.9488468475144408	0.9291126045108304	0.9144040313946526	0.936892069475478	Pearson	0.915	0.943	0.935	0.74
RNCMPT00184	Intensities	0.6652715555135871	0.6614125419636232		0.6289962150591084	Pearson		0.625	0.592	0.263
RNCMPT00184	Z-scores	0.9167671745888896	0.9419890221570844	0.9370694824579164	0.928091248633468	Pearson	0.937	0.933	0.93	0.337
RNCMPT00185	AUCs	0.3980616919788497	0.7399915738679828	0.8050533436480583	0.8329218441797652	Pearson	0.804	0.801	0.845	0.523
RNCMPT00185	E-scores	0.6990860385954937	0.7471861154063245	0.7921307531779838	0.8263068584659671	Pearson	0.794	0.839	0.84	0.594
RNCMPT00185	Intensities	0.3318557916534814	0.3882239754051559		0.3626768926006752	Pearson		0.229	0.228	0.101
RNCMPT00185	Z-scores	0.6896256616472531	0.8229729538480748	0.8825269619355286	0.8924479196626229	Pearson	0.883	0.887	0.908	0.37
RNCMPT00186	AUCs	0.8763509175478874	0.8861391129645569	0.8411868432631109	0.876405559359694	Pearson	0.831	0.844	0.892	0.745
RNCMPT00186	E-scores	0.9131688293221116	0.9023603389427776	0.9052731907214894	0.9090208085961676	Pearson	0.906	0.895	0.903	0.849
RNCMPT00186	Intensities	0.4600041344533657	0.448079736617553		0.3380250528576544	Pearson		0.331	0.296	0.138
RNCMPT00186	Z-scores	0.9083056433681632	0.8950303786692086	0.8622069078329252	0.8840169231729758	Pearson	0.862	0.895	0.903	0.318
RNCMPT00187	AUCs		0.8659811476516972	0.8152977158810285	0.8676186709412895	Pearson	0.814	0.866	0.862	0.577
RNCMPT00187	E-scores		0.8634472791824741	0.8418038063478471	0.8806707916980617	Pearson	0.842	0.883	0.867	0.629
RNCMPT00187	Intensities		0.4463623046408746		0.4203607839670295	Pearson		0.296	0.249	0.1
RNCMPT00187	Z-scores		0.8228794273284926	0.7730642513597475	0.8169425633564338	Pearson	0.773	0.821	0.824	0.264
RNCMPT00197	AUCs		0.8857064432823003	0.9361666848279068	0.8982943689073787	Pearson	0.936	0.907	0.907	0.479
RNCMPT00197	E-scores		0.839968918091477	0.8955818533008544	0.8911842173790894	Pearson	0.896	0.895	0.903	0.471
RNCMPT00197	Intensities		0.553067151195086		0.6480734839538234	Pearson		0.598	0.575	0.276
RNCMPT00197	Z-scores		0.8545329138592955	0.9219290857797142	0.8355502983934603	Pearson	0.922	0.838	0.856	0.267
RNCMPT00199	AUCs		0.9528626901165814	0.9437119636270171	0.959393286016918	Pearson	0.944	0.956	0.917	0.85
RNCMPT00199	E-scores		0.9431262587603187	0.9271768084160888	0.9494622408062992	Pearson	0.928	0.937	0.922	0.871
RNCMPT00199	Intensities		0.6368318760817269		0.6414867213129904	Pearson		0.258	0.219	0.112
RNCMPT00199	Z-scores		0.9472305955309008	0.9360476194687752	0.9508681078773238	Pearson	0.936	0.941	0.931	0.285
RNCMPT00200	AUCs		0.6707413761684353	0.7052206664876963	0.7368938918841329	Pearson	0.705	0.765	0.738	0.332
RNCMPT00200	E-scores		0.5360113526713386	0.8094628743200818	0.6408840648524008	Pearson	0.81	0.666	0.607	0.385
RNCMPT00200	Intensities		0.2150360971882479		0.2060035481799701	Pearson		0.186	0.21	0.087
RNCMPT00200	Z-scores		0.6856204327800246	0.7678119200896064	0.7883751678111972	Pearson	0.768	0.811	0.762	0.284
RNCMPT00202	AUCs		0.9303090719712772	0.917944638256184	0.9469500840415964	Pearson	0.918	0.941	0.94	0.684
RNCMPT00202	E-scores		0.9317838394919424	0.9125149554040112	0.9436116923169312	Pearson	0.913	0.939	0.94	0.707
RNCMPT00202	Intensities		0.6211692882934807		0.6134534778528281	Pearson		0.273	0.276	0.064
RNCMPT00202	Z-scores		0.9087692734918206	0.8887405189740802	0.9198820864385252	Pearson	0.889	0.916	0.92	0.199
RNCMPT00203	AUCs		0.8438567129744641	0.7900118915788623	0.855980457725958	Pearson	0.79	0.836	0.702	0.564
RNCMPT00203	E-scores		0.7933801844549594	0.7812614021603143	0.7843198205665743	Pearson	0.783	0.805	0.755	0.638
RNCMPT00203	Intensities		0.2970363761895571		0.2934281405409387	Pearson		0.175	0.014	0.079
RNCMPT00203	Z-scores		0.8518012672451735	0.8029514384628559	0.8698651405235382	Pearson	0.803	0.859	0.737	0.294
RNCMPT00205	AUCs		0.962202337089238	0.958608244230774	0.9681334108841814	Pearson	0.959	0.944	0.956	0.872
RNCMPT00205	E-scores		0.9664232631955428	0.9514444629070395	0.9724429310382136	Pearson	0.952	0.96	0.969	0.903
RNCMPT00205	Intensities		0.7213032130653858		0.7610894502127071	Pearson		0.723	0.715	0.33
RNCMPT00205	Z-scores		0.9586063353054824	0.9630999942238327	0.963281575428216	Pearson	0.963	0.952	0.966	0.34
RNCMPT00206	AUCs		0.9517270897476956	0.9579476465140894	0.9561555532717098	Pearson	0.958	0.965	0.948	0.647
RNCMPT00206	E-scores		0.9306050491270208	0.9395550836485906	0.9350017264380416	Pearson	0.94	0.95	0.936	0.63
RNCMPT00206	Intensities		0.5930667916430141		0.5890705053923292	Pearson		0.484	0.467	0.149
RNCMPT00206	Z-scores		0.9217814318063168	0.9338023537410786	0.919594523200567	Pearson	0.934	0.932	0.925	0.252
RNCMPT00209	AUCs		0.9355185556887364	0.9449555365107516	0.9456022248435574	Pearson	0.945	0.944	0.92	0.629
RNCMPT00209	E-scores		0.9304837639016909	0.9169053739999258	0.9439794972962504	Pearson	0.917	0.94	0.905	0.645
RNCMPT00209	Intensities		0.684577677887405		0.6916595220910741	Pearson		0.292	0.224	0.143
RNCMPT00209	Z-scores		0.9334814631946896	0.9564351609796098	0.9493450508862108	Pearson	0.956	0.939	0.925	0.375
RNCMPT00212	AUCs		0.6308131738904323	0.9055885998675371	0.786755100815227	Pearson	0.905	0.88	0.84	0.013
RNCMPT00212	E-scores		0.6899512177250099	0.8741711582379688	0.8010113763182239	Pearson	0.875	0.825	0.824	0.18
RNCMPT00212	Intensities		0.3610214732495375		0.5658092494682235	Pearson		0.597	0.581	0.544
RNCMPT00212	Z-scores		0.5406549891103836	0.9480845002430678	0.8411684848589838	Pearson	0.948	0.896	0.896	0.729
RNCMPT00215	AUCs	0.9624907499380162	0.9736071180913188	0.9691251748223574	0.9715026154468914	Pearson	0.969	0.978	0.969	0.696
RNCMPT00215	E-scores	0.955285435997962	0.9730285044559224	0.9575870411038708	0.969387609374558	Pearson	0.958	0.975	0.965	0.696
RNCMPT00215	Intensities	0.5784436490121939	0.6837088195633145		0.6514976576397948	Pearson		0.649	0.618	0.211
RNCMPT00215	Z-scores	0.935044778294298	0.9510041683159052	0.9548183980965655	0.950939071261618	Pearson	0.955	0.96	0.952	0.239
RNCMPT00216	AUCs		0.8454219127071098	0.9201940924692158	0.8984121307999634	Pearson	0.92	0.872	0.916	0.567
RNCMPT00216	E-scores		0.7963998903461258	0.8891311496578201	0.8938253188158978	Pearson	0.89	0.856	0.904	0.627
RNCMPT00216	Intensities		0.3899464696522508		0.5905471070437897	Pearson		0.552	0.559	0.35
RNCMPT00216	Z-scores		0.7756415124635372	0.9168186341291864	0.8619759828910343	Pearson	0.917	0.831	0.886	0.353
RNCMPT00217	AUCs		0.9607416344501984	0.9629660405825308	0.9589753824742336	Pearson	0.963	0.96	0.951	0.611
RNCMPT00217	E-scores		0.9353228959080414	0.9427543306985452	0.9489241787207964	Pearson	0.943	0.953	0.949	0.651
RNCMPT00217	Intensities		0.5977575607631898		0.5475381745898416	Pearson		0.576	0.548	0.198
RNCMPT00217	Z-scores		0.9383961771216204	0.9481916101853186	0.9307484174168325	Pearson	0.948	0.91	0.93	0.257
RNCMPT00218	AUCs		0.7804759197704622	0.8123943427521542	0.8693666411863474	Pearson	0.812	0.852	0.868	0.595
RNCMPT00218	E-scores		0.7293136654434413	0.8317117033609172	0.8175985445958689	Pearson	0.833	0.831	0.832	0.671
RNCMPT00218	Intensities		0.344844798449381		0.3740330033923332	Pearson		0.33	0.348	0.134
RNCMPT00218	Z-scores		0.7505984883828969	0.8051917367719379	0.8620360278984587	Pearson	0.805	0.847	0.857	0.306
RNCMPT00219	AUCs		0.8736937401168653	0.951889582931764	0.9332073538513468	Pearson	0.952	0.931	0.924	0.629
RNCMPT00219	E-scores		0.8181211029646877	0.9108003374386135	0.9199932830077724	Pearson	0.911	0.917	0.923	0.623
RNCMPT00219	Intensities		0.4267227635810373		0.5930375013249916	Pearson		0.603	0.584	0.35
RNCMPT00219	Z-scores		0.7181191765052548	0.9456317850506872	0.8983594791663461	Pearson	0.946	0.901	0.91	0.461
RNCMPT00220	AUCs		0.9407771727405296	0.9204410164774152	0.9471935962453748	Pearson	0.92	0.947	0.942	0.778
RNCMPT00220	E-scores		0.9363704388326598	0.9352386203950208	0.9498024575093011	Pearson	0.935	0.948	0.94	0.819
RNCMPT00220	Intensities		0.495869893831165		0.4955358614671281	Pearson		0.405	0.406	0.125
RNCMPT00220	Z-scores		0.9222406750551226	0.9077420688112596	0.9358001062547012	Pearson	0.908	0.938	0.931	0.176
RNCMPT00223	AUCs		0.9083107762045982	0.911321508549258	0.9076186077341648	Pearson	0.911	0.919	0.914	0.515
RNCMPT00223	E-scores		0.89731688235519	0.8884786088731275	0.9011184598290796	Pearson	0.889	0.919	0.897	0.624
RNCMPT00223	Intensities		0.5837194111066167		0.585480467425542	Pearson		0.576	0.56	0.251
RNCMPT00223	Z-scores		0.8837038866782123	0.9055703990481944	0.885744143821954	Pearson	0.906	0.91	0.908	0.309
RNCMPT00224	AUCs		0.851825858575656	0.9255051361448328	0.6759342122478957	Pearson	0.925	0.862	0.895	0.522
RNCMPT00224	E-scores		0.8131733713693556	0.8911191497296563	0.7032552780755966	Pearson	0.892	0.866	0.884	0.595
RNCMPT00224	Intensities		0.2881349114077675		0.3978105126762169	Pearson		0.544	0.55	0.439
RNCMPT00224	Z-scores		0.6503574912575966	0.9233891874450249	0.7584685047398971	Pearson	0.923	0.888	0.918	0.647
RNCMPT00225	AUCs		0.8835693328361427	0.8929110097633348	0.9219771254451864	Pearson	0.893	0.923	0.866	0.222
RNCMPT00225	E-scores		0.8504037079295276	0.8633107373719853	0.908014222513874	Pearson	0.864	0.903	0.848	0.28
RNCMPT00225	Intensities		0.4798712203507067		0.4947409403705086	Pearson		0.466	0.402	0.105
RNCMPT00225	Z-scores		0.8495696854793596	0.8537978229606855	0.8928870177271014	Pearson	0.854	0.893	0.837	0.146
RNCMPT00226	AUCs		0.7590623397027306	0.9096396450833504	0.9040902825777232	Pearson	0.91	0.875	0.784	0.617
RNCMPT00226	E-scores		0.7384143952245755	0.8774354673821053	0.8675118898824553	Pearson	0.878	0.856	0.805	0.635
RNCMPT00226	Intensities		0.4964509738636803		0.6061848975297434	Pearson		0.528	0.162	0.241
RNCMPT00226	Z-scores		0.7409207262404953	0.9065993521013348	0.8973685675155632	Pearson	0.907	0.874	0.834	0.288
RNCMPT00228	AUCs		0.8570369170276458	0.8245358814991346	0.8016719070733165	Pearson	0.824	0.845	0.069	0.37
RNCMPT00228	E-scores		0.7911959258263507	0.7511737375467133	0.819762020723305	Pearson	0.753	0.79	0.255	0.646
RNCMPT00228	Intensities		0.2652713717071894		0.2318875988578047	Pearson		0.227	-0.003	0.118
RNCMPT00228	Z-scores		0.868458044695464	0.8249211783382334	0.8292483146408111	Pearson	0.825	0.856	-0.007	0.245
RNCMPT00229	AUCs		0.9354282100858832	0.9382099861718108	0.9474278507050164	Pearson	0.938	0.946	0.929	0.778
RNCMPT00229	E-scores		0.9218137678738072	0.9174456882439934	0.9448893175989904	Pearson	0.918	0.937	0.919	0.723
RNCMPT00229	Intensities		0.6314528398653844		0.6286651860150047	Pearson		0.567	0.529	0.165
RNCMPT00229	Z-scores		0.9016069741951128	0.914653192560323	0.9228586501968395	Pearson	0.915	0.893	0.894	0.242
RNCMPT00230	AUCs		0.9579864267759296	0.9594314982749927	0.9780043350124544	Pearson	0.959	0.976	0.958	0.833
RNCMPT00230	E-scores		0.9575009623777216	0.950588435280061	0.974378587022122	Pearson	0.951	0.973	0.954	0.831
RNCMPT00230	Intensities		0.6165426626853507		0.6638825947500582	Pearson		0.469	0.322	0.158
RNCMPT00230	Z-scores		0.9409893124757984	0.9453422600343504	0.9602684591313329	Pearson	0.945	0.963	0.94	0.237
RNCMPT00232	AUCs		0.9202981206012816	0.9174801066802186	0.8977203717655167	Pearson	0.917	0.884	0.894	0.469
RNCMPT00232	E-scores		0.8919245380162092	0.8894136839801864	0.8749030886661289	Pearson	0.89	0.861	0.868	0.443
RNCMPT00232	Intensities		0.6191563590448246		0.5863582535620449	Pearson		0.549	0.515	0.158
RNCMPT00232	Z-scores		0.8763081202013575	0.896157075386014	0.8301846229020572	Pearson	0.896	0.793	0.847	0.236
RNCMPT00234	AUCs		0.8552493922902853	0.9065981361423572	0.8790908046152801	Pearson	0.907	0.895	0.771	0.566
RNCMPT00234	E-scores		0.8485989095504576	0.8765019535787727	0.8730818660660633	Pearson	0.877	0.89	0.777	0.628
RNCMPT00234	Intensities		0.5090879596567273		0.5897595385056026	Pearson		0.606	0.178	0.315
RNCMPT00234	Z-scores		0.8366802297199636	0.9260328314428125	0.8899921113456556	Pearson	0.926	0.914	0.821	0.433
RNCMPT00235	AUCs		0.859693968153454	0.8624111344054852	0.897076240027979	Pearson	0.862	0.786	0.894	0.67
RNCMPT00235	E-scores		0.8686588275747794	0.8682073178614216	0.9016732374851716	Pearson	0.869	0.747	0.89	0.656
RNCMPT00235	Intensities		0.4966726331884143		0.4981906121188134	Pearson		0.349	0.454	0.161
RNCMPT00235	Z-scores		0.8281845158925636	0.8302332268888228	0.8609847599840496	Pearson	0.83	0.752	0.862	0.3
RNCMPT00236	AUCs		0.9447370445137796	0.9201132716496684	0.9371866998242456	Pearson	0.92	0.935	0.92	0.687
RNCMPT00236	E-scores		0.9479755902933528	0.9153902040288392	0.9439714965900006	Pearson	0.916	0.934	0.922	0.736
RNCMPT00236	Intensities		0.638045533616099		0.5914134053854389	Pearson		0.505	0.43	0.186
RNCMPT00236	Z-scores		0.9316476878477268	0.906048766988125	0.92477957530675	Pearson	0.906	0.927	0.909	0.186
RNCMPT00237	AUCs		0.8155321551765276	0.7972665453945028	0.851369539424694	Pearson	0.797	0.842	0.828	0.291
RNCMPT00237	E-scores		0.8086778638167832	0.7761457880313876	0.8516025775681025	Pearson	0.778	0.858	0.826	0.32
RNCMPT00237	Intensities		0.5550685121438206		0.561275702513841	Pearson		0.533	0.437	0.109
RNCMPT00237	Z-scores		0.7527599606645847	0.7418645350203694	0.7885330931598672	Pearson	0.742	0.797	0.777	0.138
RNCMPT00238	AUCs		0.980683040316994	0.9734822488756092	0.9823539884246422	Pearson	0.973	0.981	0.975	0.905
RNCMPT00238	E-scores		0.982814492248644	0.9705696352944844	0.9861102964338851	Pearson	0.971	0.986	0.985	0.931
RNCMPT00238	Intensities		0.777724289328631		0.7920387877636613	Pearson		0.764	0.722	0.292
RNCMPT00238	Z-scores		0.9693490065655016	0.967383562203261	0.9676871237242104	Pearson	0.967	0.966	0.96	0.352
RNCMPT00239	AUCs	0.9438336388684893	0.9526798322630003	0.939026225169532	0.9500561524280232	Pearson	0.939	0.955	0.95	0.713
RNCMPT00239	E-scores	0.9467035052016296	0.9590907602284052	0.9410680003220238	0.9554504697579096	Pearson	0.941	0.96	0.945	0.742
RNCMPT00239	Intensities	0.5540707436657512	0.5949410202052613		0.5566940169041843	Pearson		0.401	0.344	0.11
RNCMPT00239	Z-scores	0.9291994076424068	0.943747939438838	0.9274352228872108	0.939984943806743	Pearson	0.927	0.948	0.936	0.227
RNCMPT00240	AUCs		0.5624329939563124	0.9027077260609836	0.9057055776747452	Pearson	0.903	0.888	0.877	0.539
RNCMPT00240	E-scores		0.5843611068225517	0.8677771102949405	0.8958399236613831	Pearson	0.869	0.877	0.874	0.548
RNCMPT00240	Intensities		0.2990915805940328		0.5760679877944256	Pearson		0.544	0.505	0.259
RNCMPT00240	Z-scores		0.5208024075751146	0.913560009353285	0.9115957915449224	Pearson	0.914	0.89	0.898	0.332
RNCMPT00241	AUCs	0.9425184521863396	0.8839899434690032	0.925050374007136	0.9405685019925883	Pearson	0.925	0.944	0.944	0.719
RNCMPT00241	E-scores	0.9479829981122586	0.9036425956981432	0.907593875779335	0.951103472214626	Pearson	0.908	0.949	0.946	0.753
RNCMPT00241	Intensities	0.6578818139648276	0.617371400073704		0.6889188417329211	Pearson		0.655	0.628	0.214
RNCMPT00241	Z-scores	0.92676248052566	0.8909883894884089	0.9313422742557784	0.9443319633320022	Pearson	0.931	0.929	0.934	0.376
RNCMPT00245	AUCs		0.9513917444116315	0.9420842542923342	0.9584754795285504	Pearson	0.942	0.955	0.955	0.85
RNCMPT00245	E-scores		0.9418305668984428	0.9208613239517848	0.9439837218003648	Pearson	0.921	0.934	0.943	0.825
RNCMPT00245	Intensities		0.6542317393800322		0.6651903772118685	Pearson		0.621	0.638	0.196
RNCMPT00245	Z-scores		0.935847449456316	0.9313831170118426	0.9402279564027676	Pearson	0.931	0.926	0.934	0.342
RNCMPT00246	AUCs	0.922950115051188	0.9794479932465427	0.9783745970162124	0.9811240898606072	Pearson	0.978	0.976	0.957	0.819
RNCMPT00246	E-scores	0.9254591560225892	0.9665821252735114	0.959141410401662	0.9714086270557052	Pearson	0.959	0.971	0.946	0.81
RNCMPT00246	Intensities	0.5695017967783097	0.692237326432397		0.6949839171954902	Pearson		0.646	0.518	0.267
RNCMPT00246	Z-scores	0.8808979308104185	0.9598975436520936	0.9681211162105574	0.9623562637945532	Pearson	0.968	0.956	0.934	0.414
RNCMPT00248	AUCs		0.833692504113703	0.925996050879781	0.8970904514178433	Pearson	0.926	0.892	0.92	0.528
RNCMPT00248	E-scores		0.8463255231152164	0.9009469245571328	0.899032837998841	Pearson	0.902	0.892	0.915	0.538
RNCMPT00248	Intensities		0.5233214843546417		0.5712607829468137	Pearson		0.438	0.435	0.16
RNCMPT00248	Z-scores		0.8315194320759104	0.919659662515366	0.8899524321337096	Pearson	0.92	0.869	0.906	0.334
RNCMPT00249	AUCs		0.9473647693874568	0.947281008133114	0.9631807977473466	Pearson	0.947	0.968	0.96	0.468
RNCMPT00249	E-scores		0.943540492239938	0.9313883768550364	0.9568778117448136	Pearson	0.932	0.961	0.956	0.483
RNCMPT00249	Intensities		0.6635644509697324		0.6669949249231997	Pearson		0.599	0.589	0.242
RNCMPT00249	Z-scores		0.9298728667581084	0.9331249480336484	0.950171384550316	Pearson	0.933	0.951	0.942	0.214
RNCMPT00251	AUCs		0.8094775283891488	0.8103537051983017	0.7873704758412459	Pearson	0.81	0.832	0.335	0.545
RNCMPT00251	E-scores		0.7572509725884368	0.8388389246638099	0.679471502359916	Pearson	0.84	0.753	0.36	0.674
RNCMPT00251	Intensities		0.2760385309542369		0.2771155799851122	Pearson		0.078	0.001	0.033
RNCMPT00251	Z-scores		0.7738141347061254	0.8301874185378313	0.7585401445268115	Pearson	0.83	0.823	0.031	0.284
RNCMPT00252	AUCs		0.9403449191850076	0.9326142592144024	0.9466085360308352	Pearson	0.933	0.95	0.928	0.636
RNCMPT00252	E-scores		0.9254426069416676	0.9183036912993646	0.9410643089991976	Pearson	0.919	0.945	0.911	0.666
RNCMPT00252	Intensities		0.5787975120722199		0.5810471497922338	Pearson		0.57	0.507	0.216
RNCMPT00252	Z-scores		0.9202171088012568	0.908502863369558	0.9161709427704012	Pearson	0.909	0.921	0.912	0.282
RNCMPT00253	AUCs		0.9360902019296669	0.8929786329674854	0.9364308976288468	Pearson	0.893	0.931	0.871	0.653
RNCMPT00253	E-scores		0.9010661332339316	0.8622627956047823	0.9193217355283456	Pearson	0.863	0.912	0.832	0.659
RNCMPT00253	Intensities		0.6636382527967738		0.6528872076999476	Pearson		0.611	0.409	0.225
RNCMPT00253	Z-scores		0.910072632617404	0.8680947026003702	0.9101926137183918	Pearson	0.868	0.888	0.83	0.222
RNCMPT00254	AUCs		0.9024737150549498	0.937715751292494	0.9241072676373122	Pearson	0.938	0.926	0.937	0.419
RNCMPT00254	E-scores		0.8868579542491644	0.9250906464716224	0.9284514591083556	Pearson	0.925	0.925	0.932	0.482
RNCMPT00254	Intensities		0.4520111380307705		0.5531792532196619	Pearson		0.575	0.552	0.301
RNCMPT00254	Z-scores		0.8589418662945351	0.918784829603916	0.9054931088655442	Pearson	0.919	0.887	0.908	0.267
RNCMPT00255	AUCs		0.9621230612531798	0.9379522289857029	0.9235861413521292	Pearson	0.938	0.951	0.912	0.753
RNCMPT00255	E-scores		0.9496520330536292	0.9176217313526396	0.920750048946921	Pearson	0.918	0.949	0.894	0.74
RNCMPT00255	Intensities		0.6989093388112447		0.6207119532250251	Pearson		0.355	0.241	0.07
RNCMPT00255	Z-scores		0.9405313776627836	0.9216675034774447	0.858677620581211	Pearson	0.922	0.918	0.887	0.146
RNCMPT00256	AUCs		0.968143210750051	0.9530140201797338	0.9654353032677506	Pearson	0.953	0.961	0.938	0.9
RNCMPT00256	E-scores		0.9583014733535326	0.9347785021217264	0.9571534424227244	Pearson	0.935	0.954	0.928	0.891
RNCMPT00256	Intensities		0.6780566067878313		0.6156493269474865	Pearson		0.578	0.495	0.241
RNCMPT00256	Z-scores		0.9579616520958704	0.9502627177866408	0.946619535921216	Pearson	0.95	0.943	0.933	0.258
RNCMPT00257	AUCs		0.9313938293451608	0.9258994584821504	0.9229206282778604	Pearson	0.926	0.858	0.897	0.71
RNCMPT00257	E-scores		0.9202875949322492	0.8890939004113139	0.9178164945279348	Pearson	0.89	0.896	0.908	0.718
